,G,Per,Time,Str,Team,Goal Scorer,Assist,Assist.1,Visitor on Ice,Home on Ice,Season,gameId,Visitor Goalie On Ice,Home Goalie On Ice,Visitor,Home,Visitor_Score,Home_Score,Against
12193,5,3,17:32,EV,PHI,53 S.GOSTISBEHERE(6),51 V.FILPPULA(28),93 J.VORACEK(37),"['10', '17', '28', '51', '53', '93']","['22', '24', '31', '43', '44', '47']",2016,20986,False,True,PHI,TOR,2,3,TOR
12311,7,3,18:31,PP,NYI,2 N.LEDDY(11),16 A.LADD(7),91 J.TAVARES(33),"['2', '12', '16', '27', '66', '91']","['6', '20', '21', '40', '41']",2016,21007,False,True,NYI,STL,3,4,STL
12462,4,3,19:15,EV,ARI,16 M.DOMI(9),19 S.DOAN(18),17 R.VRBATA(34),"['16', '17', '18', '19', '23', '33']","['8', '23', '24', '31', '39', '70']",2016,21031,False,True,ARI,L.A,2,2,L.A
12604,6,3,5:30,EV,WSH,74 J.CARLSON(8),77 T.OSHIE(20),19 N.BACKSTROM(53),"['8', '19', '27', '74', '77', '92']","['5', '6', '17', '27', '65', '88']",2016,21057,False,True,WSH,T.B,4,2,T.B
12611,5,3,18:11,EV,NSH,9 F.FORSBERG(29),19 C.JARNKROK(14),4 R.ELLIS(20),"['4', '9', '18', '19', '33', '59']","['16', '23', '27', '31', '49', '74']",2016,21058,False,True,NSH,CAR,2,3,CAR
12735,5,3,19:58,SH,PHI,24 M.READ(9),15 M.DEL ZOTTO(10),28 C.GIROUX(39),"['11', '15', '24', '28', '53']","['18', '26', '33', '34', '44', '55']",2016,21083,False,True,PHI,WPG,2,3,WPG
12769,7,3,19:53,PP,EDM,55 M.LETESTU(15),97 C.MCDAVID(59),19 P.MAROON(14),"['2', '19', '27', '29', '55', '97']","['1', '2', '15', '47']",2016,21088,False,True,EDM,ANA,3,4,ANA
12973,5,3,18:06,EV,COL,10 S.ANDRIGHETTO(7),96 M.RANTANEN(18),6 E.JOHNSON(13),"['6', '9', '10', '29', '92', '96']","['1', '5', '10', '18', '36', '44']",2016,21126,False,True,COL,CGY,2,3,CGY
12998,5,3,19:04,PP,FLA,68 J.JAGR(15),16 A.BARKOV(31),3 K.YANDLE(35),"['3', '11', '16', '27', '68', '81']","['2', '11', '35', '46', '47']",2016,21131,False,True,FLA,TOR,2,3,TOR
13230,6,3,17:54,EV,PHI,10 B.SCHENN(25),53 S.GOSTISBEHERE(30),,"['10', '17', '28', '51', '53', '93']","['13', '22', '26', '30', '40', '42']",2016,21173,False,True,PHI,NYR,2,4,NYR
13231,7,3,18:45,EV,PHI,51 V.FILPPULA(12),93 J.VORACEK(41),53 S.GOSTISBEHERE(31),"['10', '17', '28', '51', '53', '93']","['5', '20', '21', '30', '36', '76']",2016,21173,False,True,PHI,NYR,3,4,NYR
13581,6,3,18:12,PP,NSH,17 S.HARTNELL(1),92 R.JOHANSEN(2),33 V.ARVIDSSON(1),"['9', '17', '33', '59', '76', '92']","['25', '40', '46', '54']",2017,20005,False,True,NSH,BOS,2,4,BOS
13582,7,3,19:25,PP,NSH,9 F.FORSBERG(1),19 C.JARNKROK(1),76 P.SUBBAN(1),"['9', '10', '19', '33', '59', '76']","['40', '46', '63', '73', '86']",2017,20005,False,True,NSH,BOS,3,4,BOS
13645,2,3,10:27,EV,VGK,18 J.NEAL(1),88 N.SCHMIDT(1),47 L.SBISA(1),"['18', '19', '24', '47', '81', '88']","['5', '12', '21', '32', '33', '46']",2017,20015,False,True,VGK,DAL,1,1,DAL
13655,9,2,12:14,EV,NYR,18 M.STAAL(1),36 M.ZUCCARELLO(4),27 R.MCDONAGH(1),"['18', '20', '27', '28', '36', '51']","['8', '16', '25', '31', '42', '48']",2017,20016,False,True,NYR,TOR,4,5,TOR
13704,8,3,19:59,EV,MIN,9 M.KOIVU(1),12 E.STAAL(1),20 R.SUTER(1),"['3', '9', '12', '16', '20', '24']","['7', '16', '27', '33', '42', '74']",2017,20023,False,True,MIN,CAR,4,4,CAR
13719,2,3,18:48,EV,VGK,88 N.SCHMIDT(1),unassisted,,"['18', '21', '56', '57', '71', '88']","['4', '8', '15', '16', '23', '32']",2017,20026,False,True,VGK,ARI,1,1,ARI
13925,4,3,5:18,EV,OTT,61 M.STONE(3),74 M.BOROWIECKI(1),19 D.BRASSARD(3),"['2', '9', '19', '61', '74']","['7', '10', '27', '41', '93']",2017,20061,False,True,OTT,CGY,4,0,CGY
14022,3,3,19:30,EV,BOS,88 D.PASTRNAK(3),63 B.MARCHAND(3),73 C.MCAVOY(3),"['43', '46', '47', '63', '73', '88']","['19', '24', '30', '47', '71', '88']",2017,20077,False,True,BOS,VGK,1,2,VGK
14054,8,3,19:04,EV,PIT,87 S.CROSBY(4),72 P.HORNQVIST(2),71 E.MALKIN(6),"['4', '58', '71', '72', '81', '87']","['13', '18', '22', '30', '36', '61']",2017,20082,False,True,PIT,NYR,4,4,NYR
14097,7,3,18:02,PP,BUF,23 S.REINHART(2),55 R.RISTOLAINEN(3),29 J.POMINVILLE(4),"['15', '21', '22', '23', '29', '55']","['30', '41', '47', '88', '92']",2017,20090,False,True,BUF,VGK,3,4,VGK
14098,8,3,19:51,EV,BUF,9 E.KANE(5),15 J.EICHEL(7),29 J.POMINVILLE(5),"['9', '15', '23', '29', '55', '90']","['5', '19', '21', '30', '41', '47']",2017,20090,False,True,BUF,VGK,4,4,VGK
14121,6,3,16:07,PP,CHI,38 R.HARTMAN(3),12 A.DEBRINCAT(3),7 B.SEABROOK(3),"['7', '8', '12', '15', '38', '88']","['6', '9', '28', '34', '41']",2017,20093,False,True,CHI,STL,2,4,STL
14193,6,3,18:59,PP,WSH,77 T.OSHIE(6),65 A.BURAKOVSKY(3),92 E.KUZNETSOV(12),"['8', '19', '65', '74', '77', '92']","['3', '34', '43', '51', '61']",2017,20106,False,True,WSH,DET,3,3,DET
14258,7,3,18:08,EV,S.J,39 L.COUTURE(6),62 K.LABANC(3),88 B.BURNS(4),"['8', '19', '39', '44', '62', '88']","['1', '4', '7', '14', '27', '91']",2017,20115,False,True,S.J,NYI,3,4,NYI
14310,1,1,1:56,EV,S.J,39 L.COUTURE(7),88 B.BURNS(5),89 M.BOEDKER(3),"['27', '39', '47', '50', '88', '89']","['10', '20', '30', '51', '55', '76']",2017,20124,False,True,S.J,NYR,1,0,NYR
14419,9,3,18:14,EV,PHI,14 S.COUTURIER(7),53 S.GOSTISBEHERE(11),93 J.VORACEK(13),"['9', '14', '17', '28', '53', '93']","['10', '29', '41', '44', '65', '68']",2017,20143,False,True,PHI,OTT,4,5,OTT
14424,5,3,18:11,PP,DET,51 F.NIELSEN(4),14 G.NYQUIST(3),8 J.ABDELKADER(3),"['8', '14', '21', '40', '51', '55']","['6', '18', '21', '77', '88']",2017,20144,False,True,DET,T.B,2,3,T.B
14432,8,3,2:18,EV,ANA,7 A.COGLIANO(3),33 J.SILFVERBERG(4),50 A.VERMETTE(3),"['7', '15', '23', '26', '33', '50']","['12', '13', '27', '34', '62', '88']",2017,20145,False,True,ANA,FLA,2,6,FLA
14439,4,1,10:49,EV,NYI,72 A.BEAUVILLIER(2),55 J.BOYCHUK(1),12 J.BAILEY(5),"['2', '12', '13', '55', '72', '91']","['7', '24', '25', '26', '40', '59']",2017,20146,False,True,NYI,MIN,1,3,MIN
14476,7,3,18:45,EV,OTT,61 M.STONE(7),44 J.PAGEAU(7),68 M.HOFFMAN(5),"['2', '5', '44', '49', '61', '68']","['1', '2', '9', '12', '13', '18']",2017,20150,False,True,OTT,N.J,3,4,N.J
14477,8,3,19:23,EV,OTT,49 C.DIDOMENICO(1),19 D.BRASSARD(5),61 M.STONE(5),"['14', '19', '49', '61', '65', '68']","['1', '6', '14', '16', '39', '90']",2017,20150,False,True,OTT,N.J,4,4,N.J
14498,3,OT,4:59,EV,L.A,73 T.TOFFOLI(5),11 A.KOPITAR(6),,"['8', '11', '70', '73']","['10', '40', '47', '88']",2017,20156,False,True,L.A,BOS,2,1,BOS
14559,4,2,10:32,EV,WSH,20 L.ELLER(1),22 M.BOWEY(2),8 A.OVECHKIN(4),"['8', '9', '18', '20', '22', '43']","['16', '25', '33', '36', '58', '83']",2017,20166,False,True,WSH,EDM,2,2,EDM
14694,3,3,16:37,PP,DET,39 A.MANTHA(6),25 M.GREEN(11),71 D.LARKIN(11),"['25', '39', '42', '43', '71', '72']","['17', '29', '41', '61', '65']",2017,20188,False,True,DET,OTT,1,2,OTT
14737,2,3,18:48,EV,PIT,72 P.HORNQVIST(5),58 K.LETANG(10),71 E.MALKIN(9),"['3', '58', '71', '72', '81', '87']","['5', '11', '19', '27', '41', '67']",2017,20195,False,True,PIT,CGY,1,1,CGY
14954,5,3,18:23,EV,VGK,56 E.HAULA(5),81 J.MARCHESSAULT(6),57 D.PERRON(8),"['19', '21', '56', '57', '81', '88']","['6', '8', '11', '27', '39', '41']",2017,20229,False,True,VGK,MTL,2,3,MTL
15408,6,3,19:14,EV,COL,34 C.SODERBERG(3),29 N.MACKINNON(15),4 T.BARRIE(14),"['4', '13', '29', '34', '92', '96']","['21', '25', '35', '41', '51', '55']",2017,20306,False,True,COL,DET,3,3,DET
15423,5,3,17:01,EV,FLA,3 K.YANDLE(3),16 A.BARKOV(15),21 V.TROCHECK(12),"['3', '5', '11', '16', '21', '63']","['3', '10', '36', '38', '45', '67']",2017,20309,False,True,FLA,ANA,2,3,ANA
15450,4,3,7:19,EV,N.J,8 W.BUTCHER(2),14 A.HENRIQUE(7),12 B.LOVEJOY(3),"['8', '9', '12', '14', '21', '40']","['7', '17', '20', '24', '40', '63']",2017,20314,False,True,N.J,MIN,3,1,MIN
15543,4,3,19:04,EV,MTL,45 J.MORROW(3),unassisted,,"['11', '27', '28', '45', '67', '92']","['10', '14', '33', '35', '59', '92']",2017,20329,False,True,MTL,NSH,2,2,NSH
15633,2,2,2:53,EV,L.A,11 A.KOPITAR(10),12 M.GABORIK(1),6 J.MUZZIN(11),"['6', '8', '11', '12', '17', '36']","['9', '15', '23', '31', '36', '55']",2017,20346,False,True,L.A,ARI,1,1,ARI
15972,4,3,18:04,EV,FLA,16 A.BARKOV(9),21 V.TROCHECK(14),5 A.EKBLAD(6),"['3', '5', '11', '16', '21', '27']","['16', '19', '22', '30', '42', '74']",2017,20403,False,True,FLA,CAR,2,2,CAR
16030,2,1,13:51,EV,NYI,27 A.LEE(16),44 C.DE HAAN(8),50 A.PELECH(10),"['12', '13', '27', '44', '50', '91']","['1', '11', '13', '16', '19', '27']",2017,20413,False,True,NYI,FLA,1,1,FLA
16148,6,3,18:50,EV,NYI,29 B.NELSON(8),16 A.LADD(7),14 T.HICKEY(4),"['7', '14', '16', '29', '42', '91']","['2', '15', '28', '35', '59', '81']",2017,20431,False,True,NYI,PIT,3,3,PIT
